"county","tract","bg","zcta5","cntyname","zipname","pop2k","afact"
"county","tract","bg","ZIP Census Tabulation Area","cntyname","zipname","Total Pop, 2000 census","bg to zcta5 allocation factor"
"09001","0101.01","1","06831","Fairfield CT","GREENWICH",779,1 
"09001","0101.01","2","06831","Fairfield CT","GREENWICH",785,1 
"09001","0101.01","3","06831","Fairfield CT","GREENWICH",1494,1 
"09001","0101.01","4","06831","Fairfield CT","GREENWICH",1603,1 
"09001","0101.02","1","06830","Fairfield CT","BYRAM",820,0.617 
"09001","0101.02","1","06831","Fairfield CT","GREENWICH",509,0.383 
"09001","0101.02","2","06830","Fairfield CT","BYRAM",773,0.4908 
"09001","0101.02","2","06831","Fairfield CT","GREENWICH",802,0.5092 
"09001","0101.02","3","06831","Fairfield CT","GREENWICH",1572,1 
"09001","0102.01","2","06830","Fairfield CT","BYRAM",1133,1 
"09001","0102.01","3","06830","Fairfield CT","BYRAM",1307,1 
"09001","0102.01","4","06830","Fairfield CT","BYRAM",762,0.7658 
"09001","0102.01","4","06831","Fairfield CT","GREENWICH",233,0.2342 
"09001","0102.02","1","06807","Fairfield CT","COS COB",889,1 
"09001","0102.02","2","06807","Fairfield CT","COS COB",2292,0.7622 
"09001","0102.02","2","06830","Fairfield CT","BYRAM",715,0.2378 
"09001","0102.02","3","06807","Fairfield CT","COS COB",1031,0.7799 
"09001","0102.02","3","06870","Fairfield CT","OLD GREENWICH",291,0.2201 
"09001","0103.00","1","06830","Fairfield CT","BYRAM",738,1 
"09001","0103.00","2","06830","Fairfield CT","BYRAM",1043,1 
"09001","0103.00","3","06830","Fairfield CT","BYRAM",239,0.3352 
"09001","0103.00","3","06831","Fairfield CT","GREENWICH",474,0.6648 
"09001","0103.00","4","06831","Fairfield CT","GREENWICH",748,1 
"09001","0103.00","5","06831","Fairfield CT","GREENWICH",878,1 
"09001","0104.00","1","06831","Fairfield CT","GREENWICH",979,1 
"09001","0104.00","2","06831","Fairfield CT","GREENWICH",1133,1 
"09001","0104.00","3","06831","Fairfield CT","GREENWICH",1056,1 
"09001","0104.00","4","06831","Fairfield CT","GREENWICH",642,1 
"09001","0104.00","5","06831","Fairfield CT","GREENWICH",676,1 
"09001","0104.00","6","06831","Fairfield CT","GREENWICH",630,1 
"09001","0105.00","1","06830","Fairfield CT","BYRAM",720,1 
"09001","0105.00","2","06830","Fairfield CT","BYRAM",803,1 
"09001","0105.00","3","06830","Fairfield CT","BYRAM",708,1 
"09001","0105.00","4","06830","Fairfield CT","BYRAM",781,1 
"09001","0105.00","5","06830","Fairfield CT","BYRAM",922,1 
"09001","0105.00","6","06830","Fairfield CT","BYRAM",1633,1 
"09001","0106.00","1","06830","Fairfield CT","BYRAM",686,1 
"09001","0106.00","2","06830","Fairfield CT","BYRAM",498,1 
"09001","0106.00","3","06830","Fairfield CT","BYRAM",937,1 
"09001","0107.00","1","06830","Fairfield CT","BYRAM",701,1 
"09001","0107.00","3","06830","Fairfield CT","BYRAM",1237,1 
"09001","0107.00","4","06830","Fairfield CT","BYRAM",663,1 
"09001","0107.00","6","06830","Fairfield CT","BYRAM",1098,1 
"09001","0108.00","1","06807","Fairfield CT","COS COB",708,1 
"09001","0108.00","2","06807","Fairfield CT","COS COB",755,0.6771 
"09001","0108.00","2","06830","Fairfield CT","BYRAM",360,0.3229 
"09001","0108.00","3","06807","Fairfield CT","COS COB",388,0.4141 
"09001","0108.00","3","06830","Fairfield CT","BYRAM",549,0.5859 
"09001","0108.00","4","06807","Fairfield CT","COS COB",626,1 
"09001","0109.00","1","06870","Fairfield CT","OLD GREENWICH",1309,1 
"09001","0109.00","2","06870","Fairfield CT","OLD GREENWICH",248,0.1545 
"09001","0109.00","2","06878","Fairfield CT","RIVERSIDE",1357,0.8455 
"09001","0109.00","3","06878","Fairfield CT","RIVERSIDE",1006,1 
"09001","0109.00","4","06807","Fairfield CT","COS COB",51,0.0572 
"09001","0109.00","4","06878","Fairfield CT","RIVERSIDE",841,0.9428 
"09001","0110.00","1","06870","Fairfield CT","OLD GREENWICH",733,1 
"09001","0110.00","2","06870","Fairfield CT","OLD GREENWICH",1950,1 
"09001","0110.00","4","06870","Fairfield CT","OLD GREENWICH",916,1 
"09001","0110.00","5","06870","Fairfield CT","OLD GREENWICH",798,1 
"09001","0110.00","6","06870","Fairfield CT","OLD GREENWICH",746,1 
"09001","0111.00","1","06870","Fairfield CT","OLD GREENWICH",101,0.0717 
"09001","0111.00","1","06878","Fairfield CT","RIVERSIDE",1307,0.9283 
"09001","0111.00","2","06878","Fairfield CT","RIVERSIDE",955,1 
"09001","0111.00","3","06878","Fairfield CT","RIVERSIDE",845,1 
"09001","0111.00","4","06878","Fairfield CT","RIVERSIDE",1413,1 
"09001","0112.00","1","06830","Fairfield CT","BYRAM",1001,1 
"09001","0112.00","2","06830","Fairfield CT","BYRAM",765,1 
"09001","0113.00","1","06830","Fairfield CT","BYRAM",1497,1 
"09001","0113.00","2","06830","Fairfield CT","BYRAM",921,1 
"09001","0113.00","3","06830","Fairfield CT","BYRAM",542,1 
"09001","0201.00","1","06901","Fairfield CT","STAMFORD",828,0.5734 
"09001","0201.00","1","06902","Fairfield CT","STAMFORD",616,0.4266 
"09001","0201.00","2","06901","Fairfield CT","STAMFORD",1319,1 
"09001","0201.00","3","06901","Fairfield CT","STAMFORD",1127,1 
"09001","0202.00","1","06831","Fairfield CT","GREENWICH",174,0.1013 
"09001","0202.00","1","06903","Fairfield CT","STAMFORD",1544,0.8987 
"09001","0202.00","2","06903","Fairfield CT","STAMFORD",1956,1 
"09001","0203.00","1","06903","Fairfield CT","STAMFORD",1480,1 
"09001","0203.00","2","06903","Fairfield CT","STAMFORD",2484,1 
"09001","0203.00","3","06903","Fairfield CT","STAMFORD",1565,1 
"09001","0203.00","4","06903","Fairfield CT","STAMFORD",1746,1 
"09001","0204.00","1","06903","Fairfield CT","STAMFORD",1401,1 
"09001","0204.00","2","06903","Fairfield CT","STAMFORD",2175,1 
"09001","0205.00","1","06902","Fairfield CT","STAMFORD",1200,1 
"09001","0205.00","2","06902","Fairfield CT","STAMFORD",1064,1 
"09001","0205.00","3","06807","Fairfield CT","COS COB",11,0.0041 
"09001","0205.00","3","06902","Fairfield CT","STAMFORD",2443,0.9198 
"09001","0205.00","3","06903","Fairfield CT","STAMFORD",202,0.0761 
"09001","0206.00","1","06902","Fairfield CT","STAMFORD",195,0.1255 
"09001","0206.00","1","06903","Fairfield CT","STAMFORD",53,0.0341 
"09001","0206.00","1","06905","Fairfield CT","RIDGEWAY",1306,0.8404 
"09001","0206.00","2","06902","Fairfield CT","STAMFORD",13,0.009 
"09001","0206.00","2","06905","Fairfield CT","RIDGEWAY",1425,0.991 
"09001","0206.00","3","06902","Fairfield CT","STAMFORD",553,0.3311 
"09001","0206.00","3","06905","Fairfield CT","RIDGEWAY",1117,0.6689 
"09001","0207.00","1","06907","Fairfield CT","STAMFORD",882,1 
"09001","0207.00","2","06907","Fairfield CT","STAMFORD",845,1 
"09001","0207.00","3","06905","Fairfield CT","RIDGEWAY",445,0.3201 
"09001","0207.00","3","06907","Fairfield CT","STAMFORD",945,0.6799 
"09001","0207.00","4","06905","Fairfield CT","RIDGEWAY",1209,1 
"09001","0208.00","1","06905","Fairfield CT","RIDGEWAY",883,1 
"09001","0208.00","2","06905","Fairfield CT","RIDGEWAY",856,1 
"09001","0208.00","3","06905","Fairfield CT","RIDGEWAY",1006,1 
"09001","0209.00","1","06907","Fairfield CT","STAMFORD",1868,1 
"09001","0209.00","2","06907","Fairfield CT","STAMFORD",1270,1 
"09001","0209.00","3","06905","Fairfield CT","RIDGEWAY",203,0.1653 
"09001","0209.00","3","06907","Fairfield CT","STAMFORD",1025,0.8347 
"09001","0210.00","1","06906","Fairfield CT","STAMFORD",71,0.0692 
"09001","0210.00","1","06907","Fairfield CT","STAMFORD",955,0.9308 
"09001","0210.00","2","06905","Fairfield CT","RIDGEWAY",1026,0.4574 
"09001","0210.00","2","06907","Fairfield CT","STAMFORD",1217,0.5426 
"09001","0211.00","1","06906","Fairfield CT","STAMFORD",1891,1 
"09001","0211.00","2","06902","Fairfield CT","STAMFORD",405,0.1921 
"09001","0211.00","2","06906","Fairfield CT","STAMFORD",1703,0.8079 
"09001","0211.00","3","06905","Fairfield CT","RIDGEWAY",241,0.1589 
"09001","0211.00","3","06906","Fairfield CT","STAMFORD",1276,0.8411 
"09001","0212.00","1","06902","Fairfield CT","STAMFORD",1089,0.5253 
"09001","0212.00","1","06905","Fairfield CT","RIDGEWAY",984,0.4747 
"09001","0212.00","2","06905","Fairfield CT","RIDGEWAY",1186,1 
"09001","0212.00","3","06905","Fairfield CT","RIDGEWAY",874,1 
"09001","0213.00","1","06905","Fairfield CT","RIDGEWAY",1017,1 
"09001","0213.00","2","06902","Fairfield CT","STAMFORD",152,0.1006 
"09001","0213.00","2","06905","Fairfield CT","RIDGEWAY",1359,0.8994 
"09001","0213.00","3","06902","Fairfield CT","STAMFORD",932,0.7186 
"09001","0213.00","3","06905","Fairfield CT","RIDGEWAY",365,0.2814 
"09001","0214.00","1","06902","Fairfield CT","STAMFORD",1187,1 
"09001","0214.00","2","06902","Fairfield CT","STAMFORD",1255,1 
"09001","0214.00","3","06902","Fairfield CT","STAMFORD",1196,1 
"09001","0214.00","5","06902","Fairfield CT","STAMFORD",2719,1 
"09001","0215.00","1","06902","Fairfield CT","STAMFORD",1641,1 
"09001","0215.00","2","06902","Fairfield CT","STAMFORD",1693,1 
"09001","0215.00","3","06902","Fairfield CT","STAMFORD",1810,1 
"09001","0215.00","4","06902","Fairfield CT","STAMFORD",1774,1 
"09001","0216.00","1","06905","Fairfield CT","RIDGEWAY",1342,1 
"09001","0216.00","2","06902","Fairfield CT","STAMFORD",1297,0.874 
"09001","0216.00","2","06905","Fairfield CT","RIDGEWAY",187,0.126 
"09001","0216.00","3","06902","Fairfield CT","STAMFORD",172,0.166 
"09001","0216.00","3","06905","Fairfield CT","RIDGEWAY",864,0.834 
"09001","0216.00","4","06901","Fairfield CT","STAMFORD",246,0.0992 
"09001","0216.00","4","06905","Fairfield CT","RIDGEWAY",2235,0.9008 
"09001","0217.00","1","06902","Fairfield CT","STAMFORD",1509,1 
"09001","0217.00","2","06901","Fairfield CT","STAMFORD",603,1 
"09001","0217.00","3","06901","Fairfield CT","STAMFORD",1050,0.8523 
"09001","0217.00","3","06902","Fairfield CT","STAMFORD",182,0.1477 
"09001","0217.00","4","06901","Fairfield CT","STAMFORD",1225,0.7261 
"09001","0217.00","4","06902","Fairfield CT","STAMFORD",462,0.2739 
"09001","0217.00","5","06902","Fairfield CT","STAMFORD",946,1 
"09001","0218.01","1","06906","Fairfield CT","STAMFORD",806,1 
"09001","0218.01","2","06902","Fairfield CT","STAMFORD",1416,0.6568 
"09001","0218.01","2","06906","Fairfield CT","STAMFORD",740,0.3432 
"09001","0218.01","3","06902","Fairfield CT","STAMFORD",629,0.4794 
"09001","0218.01","3","06906","Fairfield CT","STAMFORD",683,0.5206 
"09001","0218.02","1","06902","Fairfield CT","STAMFORD",968,0.5625 
"09001","0218.02","1","06906","Fairfield CT","STAMFORD",753,0.4375 
"09001","0218.02","2","06902","Fairfield CT","STAMFORD",1638,0.8518 
"09001","0218.02","2","06906","Fairfield CT","STAMFORD",285,0.1482 
"09001","0218.02","3","06902","Fairfield CT","STAMFORD",1962,1 
"09001","0219.00","1","06902","Fairfield CT","STAMFORD",940,1 
"09001","0219.00","2","06902","Fairfield CT","STAMFORD",1115,1 
"09001","0219.00","3","06902","Fairfield CT","STAMFORD",1883,1 
"09001","0219.00","4","06902","Fairfield CT","STAMFORD",1408,1 
"09001","0220.00","1","06902","Fairfield CT","STAMFORD",1779,1 
"09001","0220.00","2","06902","Fairfield CT","STAMFORD",982,1 
"09001","0221.00","1","06902","Fairfield CT","STAMFORD",3326,1 
"09001","0221.00","2","06902","Fairfield CT","STAMFORD",2437,1 
"09001","0221.00","3","06902","Fairfield CT","STAMFORD",1221,1 
"09001","0222.00","1","06902","Fairfield CT","STAMFORD",1275,1 
"09001","0222.00","2","06902","Fairfield CT","STAMFORD",1847,1 
"09001","0223.00","1","06902","Fairfield CT","STAMFORD",2065,1 
"09001","0223.00","2","06902","Fairfield CT","STAMFORD",1261,1 
"09001","0223.00","3","06902","Fairfield CT","STAMFORD",1510,1 
"09001","0224.00","1","06902","Fairfield CT","STAMFORD",1374,1 
"09001","0224.00","2","06902","Fairfield CT","STAMFORD",1008,1 
"09001","0301.00","1","06820","Fairfield CT","DARIEN",1873,1 
"09001","0301.00","2","06820","Fairfield CT","DARIEN",1578,1 
"09001","0302.00","1","06820","Fairfield CT","DARIEN",1131,1 
"09001","0302.00","2","06820","Fairfield CT","DARIEN",1299,1 
"09001","0302.00","3","06820","Fairfield CT","DARIEN",948,1 
"09001","0303.00","1","06820","Fairfield CT","DARIEN",1190,1 
"09001","0303.00","2","06820","Fairfield CT","DARIEN",697,1 
"09001","0303.00","3","06820","Fairfield CT","DARIEN",1396,1 
"09001","0303.00","4","06820","Fairfield CT","DARIEN",774,1 
"09001","0304.00","1","06820","Fairfield CT","DARIEN",1241,1 
"09001","0304.00","2","06820","Fairfield CT","DARIEN",1314,1 
"09001","0304.00","3","06820","Fairfield CT","DARIEN",837,1 
"09001","0305.00","1","06820","Fairfield CT","DARIEN",2509,1 
"09001","0305.00","2","06820","Fairfield CT","DARIEN",1187,1 
"09001","0305.00","4","06820","Fairfield CT","DARIEN",1633,1 
"09001","0351.00","1","06840","Fairfield CT","NEW CANAAN",1809,1 
"09001","0351.00","2","06840","Fairfield CT","NEW CANAAN",1237,1 
"09001","0351.00","3","06840","Fairfield CT","NEW CANAAN",1439,1 
"09001","0351.00","4","06840","Fairfield CT","NEW CANAAN",1201,1 
"09001","0351.00","5","06840","Fairfield CT","NEW CANAAN",1160,1 
"09001","0352.00","1","06840","Fairfield CT","NEW CANAAN",1665,1 
"09001","0352.00","2","06840","Fairfield CT","NEW CANAAN",1737,1 
"09001","0353.00","1","06840","Fairfield CT","NEW CANAAN",1632,1 
"09001","0353.00","2","06840","Fairfield CT","NEW CANAAN",2377,1 
"09001","0354.00","1","06840","Fairfield CT","NEW CANAAN",1224,1 
"09001","0354.00","2","06840","Fairfield CT","NEW CANAAN",2030,1 
"09001","0354.00","3","06840","Fairfield CT","NEW CANAAN",1172,1 
"09001","0354.00","9","06840","Fairfield CT","NEW CANAAN",712,1 
"09001","0425.00","1","06851","Fairfield CT","NORWALK",1406,1 
"09001","0425.00","2","06851","Fairfield CT","NORWALK",1160,1 
"09001","0425.00","3","06851","Fairfield CT","NORWALK",1128,1 
"09001","0426.00","1","06851","Fairfield CT","NORWALK",1284,1 
"09001","0426.00","2","06851","Fairfield CT","NORWALK",962,1 
"09001","0426.00","3","06851","Fairfield CT","NORWALK",613,1 
"09001","0426.00","4","06851","Fairfield CT","NORWALK",1059,1 
"09001","0427.00","1","06850","Fairfield CT","NORWALK",400,0.2541 
"09001","0427.00","1","06851","Fairfield CT","NORWALK",1174,0.7459 
"09001","0427.00","2","06850","Fairfield CT","NORWALK",122,0.0649 
"09001","0427.00","2","06851","Fairfield CT","NORWALK",1759,0.9351 
"09001","0427.00","3","06851","Fairfield CT","NORWALK",845,1 
"09001","0428.00","1","06851","Fairfield CT","NORWALK",1264,1 
"09001","0428.00","2","06851","Fairfield CT","NORWALK",1173,1 
"09001","0428.00","3","06851","Fairfield CT","NORWALK",1150,1 
"09001","0428.00","4","06851","Fairfield CT","NORWALK",914,1 
"09001","0429.00","1","06850","Fairfield CT","NORWALK",870,1 
"09001","0429.00","2","06840","Fairfield CT","NEW CANAAN",7,0.0093 
"09001","0429.00","2","06850","Fairfield CT","NORWALK",747,0.9907 
"09001","0430.00","1","06850","Fairfield CT","NORWALK",1117,1 
"09001","0430.00","2","06850","Fairfield CT","NORWALK",776,1 
"09001","0430.00","3","06850","Fairfield CT","NORWALK",1084,1 
"09001","0431.00","1","06850","Fairfield CT","NORWALK",1097,1 
"09001","0431.00","2","06850","Fairfield CT","NORWALK",516,1 
"09001","0431.00","3","06850","Fairfield CT","NORWALK",744,0.5615 
"09001","0431.00","3","06854","Fairfield CT","NORWALK",581,0.4385 
"09001","0431.00","4","06854","Fairfield CT","NORWALK",1233,1 
"09001","0432.00","1","06850","Fairfield CT","NORWALK",538,1 
"09001","0432.00","2","06850","Fairfield CT","NORWALK",49,0.0798 
"09001","0432.00","2","06854","Fairfield CT","NORWALK",565,0.9202 
"09001","0432.00","3","06854","Fairfield CT","NORWALK",1887,1 
"09001","0433.00","1","06850","Fairfield CT","NORWALK",1787,1 
"09001","0433.00","2","06850","Fairfield CT","NORWALK",1270,1 
"09001","0434.00","1","06851","Fairfield CT","NORWALK",971,1 
"09001","0434.00","2","06851","Fairfield CT","NORWALK",1906,1 
"09001","0434.00","3","06851","Fairfield CT","NORWALK",1440,1 
"09001","0435.00","1","06851","Fairfield CT","NORWALK",598,1 
"09001","0435.00","2","06851","Fairfield CT","NORWALK",816,1 
"09001","0435.00","3","06851","Fairfield CT","NORWALK",1070,1 
"09001","0436.00","1","06851","Fairfield CT","NORWALK",646,1 
"09001","0436.00","2","06851","Fairfield CT","NORWALK",820,1 
"09001","0436.00","3","06851","Fairfield CT","NORWALK",1259,1 
"09001","0437.00","1","06850","Fairfield CT","NORWALK",484,0.4811 
"09001","0437.00","1","06851","Fairfield CT","NORWALK",522,0.5189 
"09001","0437.00","2","06850","Fairfield CT","NORWALK",1005,1 
"09001","0438.00","1","06850","Fairfield CT","NORWALK",907,1 
"09001","0438.00","2","06850","Fairfield CT","NORWALK",1616,1 
"09001","0438.00","3","06850","Fairfield CT","NORWALK",739,1 
"09001","0438.00","4","06850","Fairfield CT","NORWALK",587,0.565 
"09001","0438.00","4","06854","Fairfield CT","NORWALK",452,0.435 
"09001","0438.00","5","06854","Fairfield CT","NORWALK",1556,1 
"09001","0438.00","6","06850","Fairfield CT","NORWALK",1138,0.7203 
"09001","0438.00","6","06854","Fairfield CT","NORWALK",442,0.2797 
"09001","0439.00","1","06854","Fairfield CT","NORWALK",2167,1 
"09001","0439.00","2","06854","Fairfield CT","NORWALK",1327,1 
"09001","0439.00","3","06853","Fairfield CT","NORWALK",160,0.1751 
"09001","0439.00","3","06854","Fairfield CT","NORWALK",754,0.8249 
"09001","0439.00","4","06853","Fairfield CT","NORWALK",68,0.1001 
"09001","0439.00","4","06854","Fairfield CT","NORWALK",611,0.8999 
"09001","0440.00","1","06854","Fairfield CT","NORWALK",1160,1 
"09001","0440.00","2","06854","Fairfield CT","NORWALK",1217,1 
"09001","0440.00","3","06854","Fairfield CT","NORWALK",1196,1 
"09001","0440.00","4","06854","Fairfield CT","NORWALK",629,1 
"09001","0440.00","5","06854","Fairfield CT","NORWALK",1710,1 
"09001","0441.00","1","06854","Fairfield CT","NORWALK",1855,1 
"09001","0441.00","2","06854","Fairfield CT","NORWALK",1555,1 
"09001","0442.00","1","06855","Fairfield CT","NORWALK",673,1 
"09001","0442.00","2","06855","Fairfield CT","NORWALK",915,1 
"09001","0442.00","3","06855","Fairfield CT","NORWALK",1154,1 
"09001","0442.00","4","06855","Fairfield CT","NORWALK",1406,1 
"09001","0443.00","1","06855","Fairfield CT","NORWALK",1180,1 
"09001","0443.00","2","06855","Fairfield CT","NORWALK",1133,1 
"09001","0443.00","3","06855","Fairfield CT","NORWALK",657,1 
"09001","0443.00","4","06855","Fairfield CT","NORWALK",851,1 
"09001","0444.00","1","06854","Fairfield CT","NORWALK",976,1 
"09001","0444.00","3","06854","Fairfield CT","NORWALK",2622,1 
"09001","0445.00","1","06854","Fairfield CT","NORWALK",1674,1 
"09001","0445.00","2","06854","Fairfield CT","NORWALK",1614,1 
"09001","0446.00","1","06853","Fairfield CT","NORWALK",1201,0.8622 
"09001","0446.00","1","06854","Fairfield CT","NORWALK",192,0.1378 
"09001","0446.00","2","06853","Fairfield CT","NORWALK",840,0.9976 
"09001","0446.00","2","06854","Fairfield CT","NORWALK",2,0.0024 
"09001","0446.00","3","06853","Fairfield CT","NORWALK",1197,1 
"09001","0451.01","1","06897","Fairfield CT","WILTON",3029,1 
"09001","0451.01","2","06897","Fairfield CT","WILTON",1170,1 
"09001","0451.02","1","06897","Fairfield CT","WILTON",2815,1 
"09001","0451.02","2","06897","Fairfield CT","WILTON",1295,1 
"09001","0451.02","3","06897","Fairfield CT","WILTON",1597,1 
"09001","0452.00","2","06897","Fairfield CT","WILTON",1419,1 
"09001","0452.00","3","06897","Fairfield CT","WILTON",991,1 
"09001","0453.00","1","06897","Fairfield CT","WILTON",1482,1 
"09001","0453.00","2","06897","Fairfield CT","WILTON",937,1 
"09001","0454.00","1","06897","Fairfield CT","WILTON",1540,1 
"09001","0454.00","2","06897","Fairfield CT","WILTON",1358,1 
"09001","0501.00","1","06880","Fairfield CT","WESTPORT",1188,1 
"09001","0501.00","2","06880","Fairfield CT","WESTPORT",964,1 
"09001","0501.00","3","06880","Fairfield CT","WESTPORT",1554,1 
"09001","0502.00","1","06880","Fairfield CT","WESTPORT",1975,1 
"09001","0502.00","2","06880","Fairfield CT","WESTPORT",694,1 
"09001","0502.00","3","06880","Fairfield CT","WESTPORT",1197,1 
"09001","0503.00","1","06880","Fairfield CT","WESTPORT",1276,1 
"09001","0503.00","2","06880","Fairfield CT","WESTPORT",2092,1 
"09001","0503.00","3","06880","Fairfield CT","WESTPORT",1490,1 
"09001","0503.00","4","06880","Fairfield CT","WESTPORT",1764,1 
"09001","0503.00","5","06880","Fairfield CT","WESTPORT",1214,1 
"09001","0504.00","1","06880","Fairfield CT","WESTPORT",1097,1 
"09001","0504.00","2","06880","Fairfield CT","WESTPORT",1259,1 
"09001","0505.00","1","06880","Fairfield CT","WESTPORT",1453,1 
"09001","0505.00","2","06880","Fairfield CT","WESTPORT",1224,1 
"09001","0505.00","3","06880","Fairfield CT","WESTPORT",751,1 
"09001","0505.00","4","06880","Fairfield CT","WESTPORT",1258,1 
"09001","0506.00","1","06880","Fairfield CT","WESTPORT",1448,1 
"09001","0506.00","2","06880","Fairfield CT","WESTPORT",942,1 
"09001","0506.00","3","06880","Fairfield CT","WESTPORT",909,1 
"09001","0551.00","1","06883","Fairfield CT","WESTON",3805,1 
"09001","0551.00","2","06883","Fairfield CT","WESTON",1175,1 
"09001","0551.00","3","06883","Fairfield CT","WESTON",692,1 
"09001","0552.00","1","06883","Fairfield CT","WESTON",1385,1 
"09001","0552.00","2","06883","Fairfield CT","WESTON",1001,1 
"09001","0552.00","3","06883","Fairfield CT","WESTON",1979,1 
"09001","0601.00","1","06432","Fairfield CT","FAIRFIELD",2857,1 
"09001","0601.00","2","06432","Fairfield CT","FAIRFIELD",1376,1 
"09001","0602.00","1","06432","Fairfield CT","FAIRFIELD",1265,1 
"09001","0602.00","2","06432","Fairfield CT","FAIRFIELD",997,1 
"09001","0602.00","3","06432","Fairfield CT","FAIRFIELD",1003,1 
"09001","0602.00","4","06430","Fairfield CT","FAIRFIELD",324,0.5209 
"09001","0602.00","4","06432","Fairfield CT","FAIRFIELD",298,0.4791 
"09001","0603.00","1","06430","Fairfield CT","FAIRFIELD",1560,1 
"09001","0603.00","2","06432","Fairfield CT","FAIRFIELD",1259,1 
"09001","0603.00","9","06430","Fairfield CT","FAIRFIELD",1277,0.9616 
"09001","0603.00","9","06432","Fairfield CT","FAIRFIELD",51,0.0384 
"09001","0604.00","1","06430","Fairfield CT","FAIRFIELD",1050,1 
"09001","0604.00","2","06430","Fairfield CT","FAIRFIELD",773,1 
"09001","0604.00","3","06430","Fairfield CT","FAIRFIELD",733,1 
"09001","0604.00","4","06430","Fairfield CT","FAIRFIELD",664,0.8208 
"09001","0604.00","4","06490","Fairfield CT","SOUTHPORT",87,0.1075 
"09001","0604.00","4","06880","Fairfield CT","WESTPORT",58,0.0717 
"09001","0604.00","9","06430","Fairfield CT","FAIRFIELD",940,1 
"09001","0605.00","1","06430","Fairfield CT","FAIRFIELD",751,0.2777 
"09001","0605.00","1","06490","Fairfield CT","SOUTHPORT",1953,0.7223 
"09001","0606.00","1","06490","Fairfield CT","SOUTHPORT",1464,1 
"09001","0606.00","2","06490","Fairfield CT","SOUTHPORT",737,1 
"09001","0607.00","1","06430","Fairfield CT","FAIRFIELD",2236,1 
"09001","0607.00","2","06430","Fairfield CT","FAIRFIELD",1433,1 
"09001","0607.00","3","06430","Fairfield CT","FAIRFIELD",999,1 
"09001","0607.00","4","06430","Fairfield CT","FAIRFIELD",1261,1 
"09001","0607.00","5","06430","Fairfield CT","FAIRFIELD",1188,1 
"09001","0608.00","1","06430","Fairfield CT","FAIRFIELD",1334,1 
"09001","0608.00","2","06430","Fairfield CT","FAIRFIELD",745,1 
"09001","0609.00","1","06430","Fairfield CT","FAIRFIELD",1576,1 
"09001","0609.00","2","06430","Fairfield CT","FAIRFIELD",776,1 
"09001","0610.00","1","06432","Fairfield CT","FAIRFIELD",1455,1 
"09001","0610.00","2","06430","Fairfield CT","FAIRFIELD",94,0.1263 
"09001","0610.00","2","06432","Fairfield CT","FAIRFIELD",650,0.8737 
"09001","0610.00","3","06430","Fairfield CT","FAIRFIELD",1028,0.6469 
"09001","0610.00","3","06432","Fairfield CT","FAIRFIELD",561,0.3531 
"09001","0611.00","1","06432","Fairfield CT","FAIRFIELD",788,1 
"09001","0611.00","2","06432","Fairfield CT","FAIRFIELD",937,1 
"09001","0611.00","3","06432","Fairfield CT","FAIRFIELD",1194,1 
"09001","0611.00","4","06432","Fairfield CT","FAIRFIELD",718,1 
"09001","0612.00","1","06432","Fairfield CT","FAIRFIELD",985,1 
"09001","0612.00","2","06432","Fairfield CT","FAIRFIELD",1038,1 
"09001","0613.00","1","06432","Fairfield CT","FAIRFIELD",1137,1 
"09001","0613.00","2","06430","Fairfield CT","FAIRFIELD",1075,0.6476 
"09001","0613.00","2","06432","Fairfield CT","FAIRFIELD",585,0.3524 
"09001","0614.00","1","06430","Fairfield CT","FAIRFIELD",308,0.2892 
"09001","0614.00","1","06432","Fairfield CT","FAIRFIELD",757,0.7108 
"09001","0614.00","2","06430","Fairfield CT","FAIRFIELD",902,0.6187 
"09001","0614.00","2","06432","Fairfield CT","FAIRFIELD",556,0.3813 
"09001","0615.00","1","06430","Fairfield CT","FAIRFIELD",814,1 
"09001","0615.00","2","06430","Fairfield CT","FAIRFIELD",913,1 
"09001","0615.00","3","06430","Fairfield CT","FAIRFIELD",1204,1 
"09001","0615.00","4","06430","Fairfield CT","FAIRFIELD",1697,1 
"09001","0616.00","1","06430","Fairfield CT","FAIRFIELD",1995,1 
"09001","0616.00","2","06430","Fairfield CT","FAIRFIELD",1822,1 
"09001","0616.00","3","06430","Fairfield CT","FAIRFIELD",1102,1 
"09001","0701.00","1","06605","Fairfield CT","BRIDGEPORT",1385,1 
"09001","0701.00","2","06605","Fairfield CT","BRIDGEPORT",1110,1 
"09001","0701.00","3","06605","Fairfield CT","BRIDGEPORT",1111,1 
"09001","0701.00","4","06605","Fairfield CT","BRIDGEPORT",1505,1 
"09001","0702.00","1","06605","Fairfield CT","BRIDGEPORT",509,1 
"09001","0702.00","2","06605","Fairfield CT","BRIDGEPORT",982,1 
"09001","0702.00","3","06605","Fairfield CT","BRIDGEPORT",1089,1 
"09001","0702.00","4","06605","Fairfield CT","BRIDGEPORT",1172,1 
"09001","0703.00","1","06605","Fairfield CT","BRIDGEPORT",1120,1 
"09001","0704.00","1","06604","Fairfield CT","BRIDGEPORT",1475,1 
"09001","0705.00","1","06604","Fairfield CT","BRIDGEPORT",889,1 
"09001","0705.00","2","06604","Fairfield CT","BRIDGEPORT",1412,1 
"09001","0706.00","1","06604","Fairfield CT","BRIDGEPORT",1206,1 
