"county","tract","bg","zcta5","cntyname","zipname","pop2k","afact"
"county","tract","bg","ZIP Census Tabulation Area","cntyname","zipname","Total Pop, 2000 census","bg to zcta5 allocation factor"
"09003","5204.00","9","06033","Hartford CT","GLASTONBURY",1320,1 
"09003","5205.01","1","06033","Hartford CT","GLASTONBURY",1577,0.8703 
"09003","5205.01","1","06073","Hartford CT","SOUTH GLASTONBUR",235,0.1297 
"09003","5205.01","9","06073","Hartford CT","SOUTH GLASTONBUR",2017,1 
"09003","5241.00","1","06447","Hartford CT","MARLBOROUGH",1128,1 
"09003","5241.00","2","06447","Hartford CT","MARLBOROUGH",1053,1 
"09003","5241.00","3","06447","Hartford CT","MARLBOROUGH",939,1 
"09003","5241.00","4","06447","Hartford CT","MARLBOROUGH",860,1 
"09003","5241.00","5","06447","Hartford CT","MARLBOROUGH",1071,1 
"09003","5241.00","6","06447","Hartford CT","MARLBOROUGH",658,1 
"09005","2501.00","1","06752","Litchfield CT","BRIDGEWATER",1140,1 
"09005","2501.00","2","06752","Litchfield CT","BRIDGEWATER",684,1 
"09005","2531.00","1","06776","Litchfield CT","NEW MILFORD",2823,1 
"09005","2531.00","2","06776","Litchfield CT","NEW MILFORD",719,1 
"09005","2532.00","1","06776","Litchfield CT","NEW MILFORD",2165,1 
"09005","2532.00","2","06776","Litchfield CT","NEW MILFORD",2546,1 
"09005","2532.00","3","06776","Litchfield CT","NEW MILFORD",2312,1 
"09005","2533.00","1","06776","Litchfield CT","NEW MILFORD",649,1 
"09005","2533.00","2","06776","Litchfield CT","NEW MILFORD",1588,1 
"09005","2534.00","1","06755","Litchfield CT","GAYLORDSVILLE",484,0.1992 
"09005","2534.00","1","06776","Litchfield CT","NEW MILFORD",1836,0.7556 
"09005","2534.00","1","06784","Litchfield CT","SHERMAN",110,0.0453 
"09005","2534.00","2","06776","Litchfield CT","NEW MILFORD",1311,1 
"09005","2534.00","3","06776","Litchfield CT","NEW MILFORD",1524,1 
"09005","2534.00","4","06776","Litchfield CT","NEW MILFORD",1027,1 
"09005","2535.00","1","06755","Litchfield CT","GAYLORDSVILLE",505,0.3019 
"09005","2535.00","1","06776","Litchfield CT","NEW MILFORD",1166,0.697 
"09005","2535.00","1","06785","Litchfield CT","SOUTH KENT",2,0.0012 
"09005","2535.00","2","06776","Litchfield CT","NEW MILFORD",1373,0.9731 
"09005","2535.00","2","06794","Litchfield CT","WASHINGTON DEPOT",38,0.0269 
"09005","2535.00","3","06776","Litchfield CT","NEW MILFORD",795,1 
"09005","2535.00","4","06755","Litchfield CT","GAYLORDSVILLE",11,0.0061 
"09005","2535.00","4","06776","Litchfield CT","NEW MILFORD",1784,0.9939 
"09005","2536.00","1","06776","Litchfield CT","NEW MILFORD",1252,1 
"09005","2536.00","2","06776","Litchfield CT","NEW MILFORD",1101,1 
"09005","2602.00","1","06018","Litchfield CT","CANAAN",1288,1 
"09005","2602.00","2","06018","Litchfield CT","CANAAN",574,0.5979 
"09005","2602.00","2","06024","Litchfield CT","EAST CANAAN",386,0.4021 
"09005","2602.00","3","06018","Litchfield CT","CANAAN",966,0.8766 
"09005","2602.00","3","06024","Litchfield CT","EAST CANAAN",136,0.1234 
"09005","2611.00","1","06039","Litchfield CT","LAKEVILLE",342,0.5097 
"09005","2611.00","1","06068","Litchfield CT","SALISBURY",329,0.4903 
"09005","2611.00","2","06031","Litchfield CT","FALLS VILLAGE",314,0.2404 
"09005","2611.00","2","06039","Litchfield CT","LAKEVILLE",99,0.0758 
"09005","2611.00","2","06068","Litchfield CT","SALISBURY",893,0.6838 
"09005","2611.00","3","06039","Litchfield CT","LAKEVILLE",564,0.8 
"09005","2611.00","3","06068","Litchfield CT","SALISBURY",141,0.2 
"09005","2611.00","4","06031","Litchfield CT","FALLS VILLAGE",35,0.027 
"09005","2611.00","4","06039","Litchfield CT","LAKEVILLE",1256,0.9699 
"09005","2611.00","4","06796","Litchfield CT","WEST CORNWALL",4,0.0031 
"09005","2621.00","1","06069","Litchfield CT","SHARON",1244,0.8579 
"09005","2621.00","1","06754","Litchfield CT","WARREN",5,0.0034 
"09005","2621.00","1","06796","Litchfield CT","WEST CORNWALL",201,0.1386 
"09005","2621.00","2","06069","Litchfield CT","SHARON",825,1 
"09005","2621.00","3","06069","Litchfield CT","SHARON",683,0.9856 
"09005","2621.00","3","06754","Litchfield CT","WARREN",10,0.0144 
"09005","2622.00","1","06031","Litchfield CT","FALLS VILLAGE",1081,1 
"09005","2632.00","1","06754","Litchfield CT","WARREN",134,0.211 
"09005","2632.00","1","06796","Litchfield CT","WEST CORNWALL",501,0.789 
"09005","2632.00","2","06031","Litchfield CT","FALLS VILLAGE",42,0.0526 
"09005","2632.00","2","06754","Litchfield CT","WARREN",444,0.5557 
"09005","2632.00","2","06756","Litchfield CT","GOSHEN",13,0.0163 
"09005","2632.00","2","06759","Litchfield CT","LITCHFIELD",75,0.0939 
"09005","2632.00","2","06796","Litchfield CT","WEST CORNWALL",225,0.2816 
"09005","2651.00","1","06750","Litchfield CT","BANTAM",6,0.0048 
"09005","2651.00","1","06754","Litchfield CT","WARREN",652,0.5199 
"09005","2651.00","1","06759","Litchfield CT","LITCHFIELD",7,0.0056 
"09005","2651.00","1","06777","Litchfield CT","NEW PRESTON MARB",589,0.4697 
"09005","2661.00","1","06754","Litchfield CT","WARREN",52,0.0378 
"09005","2661.00","1","06757","Litchfield CT","KENT",1257,0.9135 
"09005","2661.00","1","06785","Litchfield CT","SOUTH KENT",67,0.0487 
"09005","2661.00","2","06757","Litchfield CT","KENT",973,0.6565 
"09005","2661.00","2","06785","Litchfield CT","SOUTH KENT",509,0.3435 
"09005","2671.00","1","06777","Litchfield CT","NEW PRESTON MARB",1057,0.9523 
"09005","2671.00","1","06794","Litchfield CT","WASHINGTON DEPOT",53,0.0477 
"09005","2671.00","2","06777","Litchfield CT","NEW PRESTON MARB",299,0.356 
"09005","2671.00","2","06793","Litchfield CT","WASHINGTON DEPOT",180,0.2143 
"09005","2671.00","2","06794","Litchfield CT","WASHINGTON DEPOT",361,0.4298 
"09005","2671.00","3","06776","Litchfield CT","NEW MILFORD",2,0.0023 
"09005","2671.00","3","06793","Litchfield CT","WASHINGTON DEPOT",375,0.4228 
"09005","2671.00","3","06794","Litchfield CT","WASHINGTON DEPOT",510,0.575 
"09005","2671.00","4","06793","Litchfield CT","WASHINGTON DEPOT",735,0.9684 
"09005","2671.00","4","06794","Litchfield CT","WASHINGTON DEPOT",24,0.0316 
"09005","2681.00","1","06783","Litchfield CT","ROXBURY",749,0.9134 
"09005","2681.00","1","06793","Litchfield CT","WASHINGTON DEPOT",71,0.0866 
"09005","2681.00","2","06752","Litchfield CT","BRIDGEWATER",7,0.0053 
"09005","2681.00","2","06783","Litchfield CT","ROXBURY",1309,0.9947 
"09005","2901.00","1","06022","Litchfield CT","COLLINSVILLE",384,0.3432 
"09005","2901.00","1","06059","Litchfield CT","NORTH CANTON",699,0.6247 
"09005","2901.00","1","06063","Litchfield CT","PLEASANT VALLEY",36,0.0322 
"09005","2901.00","2","06057","Litchfield CT","NEW HARTFORD",240,0.1761 
"09005","2901.00","2","06063","Litchfield CT","PLEASANT VALLEY",469,0.3441 
"09005","2901.00","2","06098","Litchfield CT","WINSTED",654,0.4798 
"09005","2901.00","3","06063","Litchfield CT","PLEASANT VALLEY",10,0.0099 
"09005","2901.00","3","06065","Litchfield CT","RIVERTON",177,0.1749 
"09005","2901.00","3","06098","Litchfield CT","WINSTED",825,0.8152 
"09005","2931.00","1","06021","Litchfield CT","COLEBROOK",275,0.1869 
"09005","2931.00","1","06065","Litchfield CT","RIVERTON",56,0.0381 
"09005","2931.00","1","06098","Litchfield CT","WINSTED",1140,0.775 
"09005","2961.00","1","06756","Litchfield CT","GOSHEN",1717,0.98 
"09005","2961.00","1","06759","Litchfield CT","LITCHFIELD",35,0.02 
"09005","2961.00","2","06058","Litchfield CT","NORFOLK",80,0.0847 
"09005","2961.00","2","06756","Litchfield CT","GOSHEN",865,0.9153 
"09005","2983.00","1","06791","Litchfield CT","HARWINTON",932,1 
"09005","2983.00","2","06791","Litchfield CT","HARWINTON",794,1 
"09005","2983.00","3","06791","Litchfield CT","HARWINTON",1091,1 
"09005","2984.00","1","06791","Litchfield CT","HARWINTON",1019,1 
"09005","2984.00","2","06791","Litchfield CT","HARWINTON",1447,1 
"09005","3001.00","1","06759","Litchfield CT","LITCHFIELD",885,1 
"09005","3001.00","2","06750","Litchfield CT","BANTAM",955,0.7369 
"09005","3001.00","2","06759","Litchfield CT","LITCHFIELD",341,0.2631 
"09005","3001.00","3","06750","Litchfield CT","BANTAM",430,0.6636 
"09005","3001.00","3","06759","Litchfield CT","LITCHFIELD",218,0.3364 
"09005","3004.00","1","06756","Litchfield CT","GOSHEN",9,0.0084 
"09005","3004.00","1","06759","Litchfield CT","LITCHFIELD",1067,0.9916 
"09005","3004.00","2","06759","Litchfield CT","LITCHFIELD",849,0.9849 
"09005","3004.00","2","06791","Litchfield CT","HARWINTON",13,0.0151 
"09005","3005.00","1","06759","Litchfield CT","LITCHFIELD",533,1 
"09005","3005.00","2","06759","Litchfield CT","LITCHFIELD",836,1 
"09005","3005.00","3","06759","Litchfield CT","LITCHFIELD",848,0.389 
"09005","3005.00","3","06778","Litchfield CT","NORTHFIELD",42,0.0193 
"09005","3005.00","3","06787","Litchfield CT","THOMASTON",1290,0.5917 
"09005","3031.00","1","06750","Litchfield CT","BANTAM",11,0.0085 
"09005","3031.00","1","06751","Litchfield CT","BETHLEHEM",167,0.1296 
"09005","3031.00","1","06763","Litchfield CT","MORRIS",1107,0.8588 
"09005","3031.00","1","06793","Litchfield CT","WASHINGTON DEPOT",4,0.0031 
"09005","3031.00","2","06763","Litchfield CT","MORRIS",1012,1 
"09005","3061.00","1","06057","Litchfield CT","NEW HARTFORD",801,0.7636 
"09005","3061.00","1","06098","Litchfield CT","WINSTED",248,0.2364 
"09005","3061.00","2","06057","Litchfield CT","NEW HARTFORD",1538,1 
"09005","3061.00","3","06057","Litchfield CT","NEW HARTFORD",1651,1 
"09005","3061.00","4","06057","Litchfield CT","NEW HARTFORD",803,0.4341 
"09005","3061.00","4","06098","Litchfield CT","WINSTED",1047,0.5659 
"09005","3081.00","1","06021","Litchfield CT","COLEBROOK",2,0.0026 
"09005","3081.00","1","06058","Litchfield CT","NORFOLK",759,0.9974 
"09005","3081.00","2","06058","Litchfield CT","NORFOLK",899,1 
"09005","3101.00","1","06790","Litchfield CT","TORRINGTON",1577,1 
"09005","3101.00","2","06790","Litchfield CT","TORRINGTON",972,1 
"09005","3101.00","3","06790","Litchfield CT","TORRINGTON",1878,1 
"09005","3102.00","1","06790","Litchfield CT","TORRINGTON",1049,1 
"09005","3102.00","2","06790","Litchfield CT","TORRINGTON",1702,1 
"09005","3103.00","1","06790","Litchfield CT","TORRINGTON",851,1 
"09005","3103.00","2","06790","Litchfield CT","TORRINGTON",835,1 
"09005","3104.00","1","06790","Litchfield CT","TORRINGTON",1424,1 
"09005","3104.00","5","06790","Litchfield CT","TORRINGTON",1200,1 
"09005","3105.00","6","06790","Litchfield CT","TORRINGTON",961,1 
"09005","3105.00","7","06790","Litchfield CT","TORRINGTON",878,1 
"09005","3106.01","1","06790","Litchfield CT","TORRINGTON",3006,1 
"09005","3106.02","1","06790","Litchfield CT","TORRINGTON",1007,1 
"09005","3106.02","2","06790","Litchfield CT","TORRINGTON",2162,1 
"09005","3106.02","3","06790","Litchfield CT","TORRINGTON",1546,1 
"09005","3107.00","1","06790","Litchfield CT","TORRINGTON",1072,1 
"09005","3107.00","2","06790","Litchfield CT","TORRINGTON",680,1 
"09005","3107.00","3","06790","Litchfield CT","TORRINGTON",1743,1 
"09005","3107.00","4","06790","Litchfield CT","TORRINGTON",790,1 
"09005","3108.01","7","06790","Litchfield CT","TORRINGTON",1231,1 
"09005","3108.01","8","06790","Litchfield CT","TORRINGTON",1195,1 
"09005","3108.02","1","06759","Litchfield CT","LITCHFIELD",52,0.0199 
"09005","3108.02","1","06790","Litchfield CT","TORRINGTON",2563,0.9801 
"09005","3108.02","2","06759","Litchfield CT","LITCHFIELD",4,0.0017 
"09005","3108.02","2","06790","Litchfield CT","TORRINGTON",2289,0.9983 
"09005","3108.02","3","06790","Litchfield CT","TORRINGTON",1543,1 
"09005","3108.02","4","06790","Litchfield CT","TORRINGTON",992,1 
"09005","3201.00","1","06098","Litchfield CT","WINSTED",524,1 
"09005","3201.00","2","06098","Litchfield CT","WINSTED",1511,1 
"09005","3201.00","3","06098","Litchfield CT","WINSTED",1095,1 
"09005","3201.00","4","06098","Litchfield CT","WINSTED",1293,1 
"09005","3201.00","5","06098","Litchfield CT","WINSTED",1572,1 
"09005","3202.00","1","06098","Litchfield CT","WINSTED",867,0.8385 
"09005","3202.00","1","06790","Litchfield CT","TORRINGTON",167,0.1615 
"09005","3202.00","2","06098","Litchfield CT","WINSTED",1132,1 
"09005","3202.00","3","06098","Litchfield CT","WINSTED",1683,1 
"09005","3202.00","4","06058","Litchfield CT","NORFOLK",41,0.05 
"09005","3202.00","4","06098","Litchfield CT","WINSTED",779,0.95 
"09005","3421.00","1","06751","Litchfield CT","BETHLEHEM",894,1 
"09005","3421.00","2","06751","Litchfield CT","BETHLEHEM",949,0.9885 
"09005","3421.00","2","06798","Litchfield CT","WOODBURY",11,0.0115 
"09005","3421.00","3","06751","Litchfield CT","BETHLEHEM",1561,0.9955 
"09005","3421.00","3","06795","Litchfield CT","WATERTOWN",7,0.0045 
"09005","3491.00","1","06787","Litchfield CT","THOMASTON",1391,1 
"09005","3491.00","2","06787","Litchfield CT","THOMASTON",2057,1 
"09005","3491.00","3","06787","Litchfield CT","THOMASTON",1238,1 
"09005","3492.00","1","06787","Litchfield CT","THOMASTON",652,1 
"09005","3492.00","2","06787","Litchfield CT","THOMASTON",671,1 
"09005","3492.00","3","06787","Litchfield CT","THOMASTON",589,1 
"09005","3492.00","9","06787","Litchfield CT","THOMASTON",905,1 
"09005","3601.00","1","06795","Litchfield CT","WATERTOWN",972,1 
"09005","3601.00","2","06795","Litchfield CT","WATERTOWN",726,1 
"09005","3601.00","3","06795","Litchfield CT","WATERTOWN",945,1 
"09005","3601.00","4","06795","Litchfield CT","WATERTOWN",939,1 
"09005","3601.00","9","06795","Litchfield CT","WATERTOWN",1775,1 
"09005","3602.00","1","06795","Litchfield CT","WATERTOWN",2161,1 
"09005","3602.00","2","06795","Litchfield CT","WATERTOWN",3399,1 
"09005","3602.00","3","06795","Litchfield CT","WATERTOWN",1676,1 
"09005","3603.00","1","06779","Litchfield CT","OAKVILLE",1164,0.9949 
"09005","3603.00","1","06795","Litchfield CT","WATERTOWN",6,0.0051 
"09005","3603.00","2","06779","Litchfield CT","OAKVILLE",2182,1 
"09005","3604.00","1","06779","Litchfield CT","OAKVILLE",988,1 
"09005","3604.00","2","06779","Litchfield CT","OAKVILLE",807,1 
"09005","3604.00","3","06779","Litchfield CT","OAKVILLE",985,0.7774 
"09005","3604.00","3","06795","Litchfield CT","WATERTOWN",282,0.2226 
"09005","3604.00","4","06779","Litchfield CT","OAKVILLE",1070,1 
"09005","3604.00","5","06779","Litchfield CT","OAKVILLE",511,0.5241 
"09005","3604.00","5","06795","Litchfield CT","WATERTOWN",464,0.4759 
"09005","3604.00","6","06779","Litchfield CT","OAKVILLE",609,1 
"09005","3621.01","1","06798","Litchfield CT","WOODBURY",1379,1 
"09005","3621.01","2","06798","Litchfield CT","WOODBURY",1428,1 
"09005","3621.01","3","06798","Litchfield CT","WOODBURY",1228,1 
"09005","3621.02","1","06798","Litchfield CT","WOODBURY",903,1 
"09005","3621.02","2","06798","Litchfield CT","WOODBURY",1289,1 
"09005","3621.02","3","06798","Litchfield CT","WOODBURY",1117,1 
"09005","3621.02","4","06798","Litchfield CT","WOODBURY",1854,1 
"09005","4253.00","1","06786","Litchfield CT","TERRYVILLE",1337,1 
"09005","4253.00","2","06782","Litchfield CT","PLYMOUTH",650,0.4495 
"09005","4253.00","2","06786","Litchfield CT","TERRYVILLE",796,0.5505 
"09005","4253.00","3","06786","Litchfield CT","TERRYVILLE",1035,0.9923 
"09005","4253.00","3","06791","Litchfield CT","HARWINTON",8,0.0077 
"09005","4254.00","3","06782","Litchfield CT","PLYMOUTH",1528,0.4805 
"09005","4254.00","3","06786","Litchfield CT","TERRYVILLE",1652,0.5195 
"09005","4254.00","5","06786","Litchfield CT","TERRYVILLE",1297,1 
"09005","4255.00","2","06786","Litchfield CT","TERRYVILLE",1182,1 
"09005","4255.00","3","06786","Litchfield CT","TERRYVILLE",771,1 
"09005","4255.00","4","06786","Litchfield CT","TERRYVILLE",1378,1 
"09007","5411.00","1","06457","Middlesex CT","MIDDLETOWN",1261,1 
"09007","5411.00","2","06457","Middlesex CT","MIDDLETOWN",1122,1 
"09007","5412.00","1","06457","Middlesex CT","MIDDLETOWN",3530,1 
"09007","5412.00","9","06457","Middlesex CT","MIDDLETOWN",976,1 
"09007","5413.00","1","06457","Middlesex CT","MIDDLETOWN",2518,1 
"09007","5413.00","2","06457","Middlesex CT","MIDDLETOWN",3431,1 
"09007","5414.00","1","06457","Middlesex CT","MIDDLETOWN",1200,1 
"09007","5414.00","2","06457","Middlesex CT","MIDDLETOWN",1878,1 
"09007","5414.00","3","06457","Middlesex CT","MIDDLETOWN",1178,1 
"09007","5414.00","4","06457","Middlesex CT","MIDDLETOWN",2126,1 
"09007","5414.00","5","06457","Middlesex CT","MIDDLETOWN",1282,1 
"09007","5415.00","1","06457","Middlesex CT","MIDDLETOWN",1022,1 
"09007","5415.00","2","06457","Middlesex CT","MIDDLETOWN",694,1 
"09007","5416.00","1","06457","Middlesex CT","MIDDLETOWN",717,1 
"09007","5416.00","2","06457","Middlesex CT","MIDDLETOWN",587,1 
"09007","5417.00","1","06457","Middlesex CT","MIDDLETOWN",1498,1 
"09007","5417.00","2","06457","Middlesex CT","MIDDLETOWN",1805,1 
"09007","5418.00","9","06457","Middlesex CT","MIDDLETOWN",696,1 
"09007","5419.00","1","06457","Middlesex CT","MIDDLETOWN",1087,1 
"09007","5419.00","2","06457","Middlesex CT","MIDDLETOWN",1261,1 
"09007","5419.00","3","06457","Middlesex CT","MIDDLETOWN",1991,1 
"09007","5419.00","4","06457","Middlesex CT","MIDDLETOWN",1560,1 
"09007","5420.00","1","06457","Middlesex CT","MIDDLETOWN",1089,1 
"09007","5420.00","2","06457","Middlesex CT","MIDDLETOWN",1840,1 
"09007","5420.00","3","06457","Middlesex CT","MIDDLETOWN",1482,1 
"09007","5421.00","1","06457","Middlesex CT","MIDDLETOWN",821,1 
"09007","5421.00","2","06457","Middlesex CT","MIDDLETOWN",983,1 
"09007","5421.00","9","06457","Middlesex CT","MIDDLETOWN",1860,1 
"09007","5422.00","9","06457","Middlesex CT","MIDDLETOWN",1672,1 
"09007","5501.00","1","06424","Middlesex CT","EAST HAMPTON",1282,1 
"09007","5501.00","2","06424","Middlesex CT","EAST HAMPTON",1941,1 
"09007","5501.00","3","06424","Middlesex CT","EAST HAMPTON",749,0.996 
"09007","5501.00","3","06480","Middlesex CT","PORTLAND",3,0.004 
"09007","5501.00","4","06424","Middlesex CT","EAST HAMPTON",1067,1 
"09007","5502.00","1","06424","Middlesex CT","EAST HAMPTON",1410,1 
"09007","5502.00","2","06424","Middlesex CT","EAST HAMPTON",1231,1 
"09007","5502.00","3","06424","Middlesex CT","EAST HAMPTON",1481,1 
"09007","5502.00","4","06424","Middlesex CT","EAST HAMPTON",3872,0.9245 
"09007","5502.00","4","06480","Middlesex CT","PORTLAND",316,0.0755 
"09007","5601.00","1","06480","Middlesex CT","PORTLAND",1543,1 
"09007","5601.00","2","06480","Middlesex CT","PORTLAND",1655,1 
"09007","5601.00","3","06480","Middlesex CT","PORTLAND",1757,1 
"09007","5602.00","1","06480","Middlesex CT","PORTLAND",693,1 
"09007","5602.00","2","06480","Middlesex CT","PORTLAND",836,1 
"09007","5602.00","3","06480","Middlesex CT","PORTLAND",1006,1 
"09007","5602.00","4","06480","Middlesex CT","PORTLAND",1242,1 
"09007","5701.00","1","06416","Middlesex CT","CROMWELL",1323,1 
"09007","5701.00","2","06416","Middlesex CT","CROMWELL",1301,1 
"09007","5701.00","3","06416","Middlesex CT","CROMWELL",1330,1 
"09007","5702.00","1","06416","Middlesex CT","CROMWELL",1021,1 
"09007","5702.00","2","06416","Middlesex CT","CROMWELL",2099,1 
"09007","5703.00","1","06416","Middlesex CT","CROMWELL",1383,1 
"09007","5703.00","2","06416","Middlesex CT","CROMWELL",1316,1 
"09007","5703.00","3","06416","Middlesex CT","CROMWELL",1404,1 
"09007","5703.00","4","06416","Middlesex CT","CROMWELL",1694,1 
"09007","5801.00","1","06455","Middlesex CT","MIDDLEFIELD",627,0.3909 
"09007","5801.00","1","06481","Middlesex CT","ROCKFALL",977,0.6091 
"09007","5801.00","2","06455","Middlesex CT","MIDDLEFIELD",665,1 
"09007","5801.00","3","06455","Middlesex CT","MIDDLEFIELD",796,0.8864 
"09007","5801.00","3","06481","Middlesex CT","ROCKFALL",102,0.1136 
"09007","5801.00","4","06455","Middlesex CT","MIDDLEFIELD",881,0.8504 
"09007","5801.00","4","06481","Middlesex CT","ROCKFALL",155,0.1496 
"09007","5851.00","1","06422","Middlesex CT","DURHAM",935,1 
"09007","5851.00","2","06422","Middlesex CT","DURHAM",1376,1 
"09007","5851.00","3","06422","Middlesex CT","DURHAM",1277,1 
"09007","5851.00","4","06422","Middlesex CT","DURHAM",3039,1 
"09007","5901.00","1","06438","Middlesex CT","HADDAM",28,0.0191 
"09007","5901.00","1","06441","Middlesex CT","HIGGANUM",1435,0.9809 
"09007","5901.00","2","06424","Middlesex CT","EAST HAMPTON",316,1 
"09007","5901.00","3","06438","Middlesex CT","HADDAM",740,1 
"09007","5901.00","4","06438","Middlesex CT","HADDAM",1277,1 
"09007","5901.00","5","06438","Middlesex CT","HADDAM",51,0.0298 
"09007","5901.00","5","06441","Middlesex CT","HIGGANUM",1662,0.9702 
"09007","5901.00","6","06441","Middlesex CT","HIGGANUM",747,1 
"09007","5901.00","7","06441","Middlesex CT","HIGGANUM",901,1 
"09007","5951.00","1","06415","Middlesex CT","COLCHESTER",575,0.7566 
"09007","5951.00","1","06423","Middlesex CT","EAST HADDAM",185,0.2434 
"09007","5951.00","2","06415","Middlesex CT","COLCHESTER",156,0.1307 
"09007","5951.00","2","06423","Middlesex CT","EAST HADDAM",1038,0.8693 
"09007","5951.00","3","06423","Middlesex CT","EAST HADDAM",1041,1 
"09007","5951.00","4","06423","Middlesex CT","EAST HADDAM",901,0.8938 
"09007","5951.00","4","06469","Middlesex CT","MOODUS",107,0.1062 
"09007","5951.00","5","06423","Middlesex CT","EAST HADDAM",1324,0.6907 
"09007","5951.00","5","06469","Middlesex CT","MOODUS",593,0.3093 
"09007","5951.00","6","06423","Middlesex CT","EAST HADDAM",168,0.0696 
"09007","5951.00","6","06469","Middlesex CT","MOODUS",2245,0.9304 
"09007","6001.00","1","06412","Middlesex CT","CHESTER",1472,1 
"09007","6001.00","2","06412","Middlesex CT","CHESTER",1111,1 
"09007","6001.00","3","06412","Middlesex CT","CHESTER",1160,1 
"09007","6101.00","1","06413","Middlesex CT","CLINTON",1058,1 
"09007","6101.00","2","06413","Middlesex CT","CLINTON",1384,1 
"09007","6102.00","1","06413","Middlesex CT","CLINTON",734,1 
"09007","6102.00","2","06413","Middlesex CT","CLINTON",921,1 
"09007","6102.00","3","06413","Middlesex CT","CLINTON",784,1 
"09007","6102.00","4","06413","Middlesex CT","CLINTON",1010,0.9693 
"09007","6102.00","4","06498","Middlesex CT","WESTBROOK",32,0.0307 
"09007","6103.00","1","06413","Middlesex CT","CLINTON",1499,1 
"09007","6103.00","2","06413","Middlesex CT","CLINTON",863,1 
"09007","6103.00","3","06413","Middlesex CT","CLINTON",1465,1 
"09007","6104.00","1","06413","Middlesex CT","CLINTON",1393,1 
"09007","6104.00","2","06413","Middlesex CT","CLINTON",1951,1 
"09007","6201.00","1","06417","Middlesex CT","DEEP RIVER",1355,1 
"09007","6201.00","2","06417","Middlesex CT","DEEP RIVER",1276,1 
"09007","6201.00","3","06417","Middlesex CT","DEEP RIVER",609,1 
"09007","6201.00","4","06417","Middlesex CT","DEEP RIVER",1370,1 
"09007","6301.00","1","06426","Middlesex CT","ESSEX",738,1 
"09007","6301.00","2","06426","Middlesex CT","ESSEX",570,1 
"09007","6301.00","3","06409","Middlesex CT","CENTERBROOK",7,0.0086 
"09007","6301.00","3","06426","Middlesex CT","ESSEX",807,0.9914 
"09007","6301.00","4","06426","Middlesex CT","ESSEX",857,1 
"09007","6301.00","5","06409","Middlesex CT","CENTERBROOK",78,0.1041 
"09007","6301.00","5","06426","Middlesex CT","ESSEX",166,0.2216 
"09007","6301.00","5","06442","Middlesex CT","IVORYTON",505,0.6742 
"09007","6301.00","6","06409","Middlesex CT","CENTERBROOK",471,0.274 
"09007","6301.00","6","06426","Middlesex CT","ESSEX",9,0.0052 
"09007","6301.00","6","06442","Middlesex CT","IVORYTON",1239,0.7208 
"09007","6301.00","7","06442","Middlesex CT","IVORYTON",1058,1 
"09007","6401.00","1","06419","Middlesex CT","KILLINGWORTH",732,1 
"09007","6401.00","2","06419","Middlesex CT","KILLINGWORTH",1535,1 
"09007","6401.00","3","06419","Middlesex CT","KILLINGWORTH",660,1 
"09007","6401.00","4","06419","Middlesex CT","KILLINGWORTH",1153,1 
"09007","6401.00","5","06419","Middlesex CT","KILLINGWORTH",1938,1 
"09007","6701.00","1","06475","Middlesex CT","OLD SAYBROOK",1133,1 
"09007","6701.00","2","06475","Middlesex CT","OLD SAYBROOK",1699,1 
"09007","6701.00","3","06475","Middlesex CT","OLD SAYBROOK",1237,1 
"09007","6701.00","4","06475","Middlesex CT","OLD SAYBROOK",827,1 
"09007","6702.00","1","06475","Middlesex CT","OLD SAYBROOK",1179,1 
"09007","6702.00","2","06475","Middlesex CT","OLD SAYBROOK",1775,1 
"09007","6702.00","3","06475","Middlesex CT","OLD SAYBROOK",1882,1 
"09007","6702.00","4","06475","Middlesex CT","OLD SAYBROOK",635,1 
"09007","6801.00","1","06498","Middlesex CT","WESTBROOK",1167,1 
"09007","6801.00","2","06498","Middlesex CT","WESTBROOK",1472,1 
"09007","6801.00","3","06498","Middlesex CT","WESTBROOK",1409,1 
"09007","6801.00","4","06498","Middlesex CT","WESTBROOK",772,1 
"09007","6801.00","5","06498","Middlesex CT","WESTBROOK",905,1 
"09007","6801.00","6","06498","Middlesex CT","WESTBROOK",567,1 
"09009","1201.00","1","06418","New Haven CT","DERBY",3413,1 
"09009","1201.00","2","06418","New Haven CT","DERBY",2938,1 
"09009","1202.00","1","06418","New Haven CT","DERBY",1022,1 
"09009","1202.00","2","06418","New Haven CT","DERBY",1629,1 
"09009","1202.00","3","06418","New Haven CT","DERBY",1956,1 
"09009","1202.00","4","06418","New Haven CT","DERBY",1433,1 
"09009","1251.00","1","06401","New Haven CT","ANSONIA",2646,1 
"09009","1251.00","2","06401","New Haven CT","ANSONIA",1909,1 
"09009","1252.00","1","06401","New Haven CT","ANSONIA",3787,1 
"09009","1252.00","2","06401","New Haven CT","ANSONIA",1838,1 
"09009","1253.00","1","06401","New Haven CT","ANSONIA",1770,1 
"09009","1253.00","2","06401","New Haven CT","ANSONIA",3377,1 
"09009","1254.00","1","06401","New Haven CT","ANSONIA",2235,1 
"09009","1254.00","2","06401","New Haven CT","ANSONIA",992,1 
"09009","1301.00","1","06483","New Haven CT","SEYMOUR",2955,1 
"09009","1301.00","2","06483","New Haven CT","SEYMOUR",2061,1 
"09009","1301.00","3","06483","New Haven CT","SEYMOUR",2688,1 
